club_name_x,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,search_volume_sv
Liverpool FC,Taiwo Awoniyi,Union Berlin,5.85,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0
Liverpool FC,Xherdan Shaqiri,Olympique Lyon,5.4,Premier League,2021,29.0,Midfielder,552.0,384.0,168.0,Switzerland,14.0,8.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,7.0,0.0,2.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,1.14,79.0,39.0,276.0,276.0,0.33,278.0,10.0,-1.0,25.0,169.0,72.0,1.0,81.0,81.0,18000000.0,105000.0,RM,Left,3.0,4.0,5.0,Medium/Medium,Shaqiri,Yes,33300000.0,,RES,23.0,,2018-07-13,2023.0,CAM,23.0,78.0,77.0,80.0,83.0,46.0,67.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI)",79.0,70.0,45.0,80.0,76.0,84.0,88.0,84.0,79.0,82.0,79.0,77.0,83.0,78.0,91.0,87.0,51.0,66.0,71.0,84.0,61.0,55.0,75.0,80.0,65.0,81.0,,49.0,48.0,13.0,12.0,12.0,11.0,11.0,74+3,74+3,74+3,79+0,79+0,79+0,79+0,79+0,80+1,80+1,80+1,79+2,76+3,76+3,76+3,79+2,66+3,65+3,65+3,65+3,66+3,63+3,55+3,55+3,55+3,63+3,169000.0
Liverpool FC,Marko Grujic,FC Porto,0.9,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0
Manchester City,Angeliño,RB Leipzig,16.2,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000.0
Manchester City,Jack Harrison,Leeds,11.52,Premier League,2021,24.0,Midfielder,2857.0,1399.0,1458.0,England,36.0,18.0,18.0,8.0,3.0,5.0,8.0,3.0,5.0,0.0,0.0,12.0,6.0,6.0,43.0,16.0,27.0,2.0,0.0,0.5,0.25,0.25,0.19,0.31,357.0,1.35,66.0,79.0,1429.0,357.0,0.06,65.0,29.0,-1.0,2.0,175.0,70.0,1.0,74.0,80.0,7500000.0,62000.0,"LM, RM",Left,1.0,3.0,4.0,High/Medium,Normal,Yes,,,SUB,22.0,Manchester City,,2021.0,,,81.0,65.0,67.0,77.0,40.0,68.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (AI)",71.0,66.0,45.0,67.0,60.0,76.0,69.0,56.0,62.0,76.0,84.0,79.0,83.0,69.0,83.0,69.0,63.0,85.0,64.0,57.0,57.0,36.0,68.0,69.0,64.0,63.0,,43.0,44.0,11.0,8.0,10.0,6.0,11.0,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,71+2,71+2,71+2,73+2,67+2,67+2,67+2,73+2,62+2,57+2,57+2,57+2,62+2,58+2,50+2,50+2,50+2,58+2,59000.0
Manchester City,Lukas Nmecha,VfL Wolfsburg,7.2,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000.0
Manchester United,Daniel James,Leeds,26.19,Premier League,2021,23.0,Midfielder,913.0,423.0,490.0,Wales,15.0,8.0,7.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,4.0,7.0,4.0,3.0,3.0,0.0,0.39,0.1,0.3,0.64,0.0,304.0,0.69,130.0,61.0,304.0,913.0,0.3,52.0,136.0,-1.0,8.0,170.0,76.0,1.0,77.0,83.0,12000000.0,81000.0,"RM, LM",Right,1.0,4.0,3.0,High/High,Normal,Yes,25200000.0,"#Speedster, #Engine",SUB,21.0,,2019-06-12,2024.0,LM,20.0,95.0,70.0,69.0,77.0,43.0,63.0,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI)",73.0,68.0,44.0,73.0,58.0,75.0,71.0,54.0,59.0,76.0,96.0,95.0,85.0,76.0,81.0,79.0,53.0,86.0,50.0,69.0,68.0,42.0,74.0,68.0,64.0,70.0,,39.0,34.0,7.0,6.0,11.0,15.0,9.0,71+2,71+2,71+2,76+0,75+0,75+0,75+0,76+0,74+2,74+2,74+2,76+2,69+2,69+2,69+2,76+2,65+2,59+2,59+2,59+2,65+2,61+2,51+2,51+2,51+2,61+2,221000.0
Norwich City,Emiliano Buendía,Aston Villa,34.56,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0
Southampton FC,Danny Ings,Aston Villa,31.68,Premier League,2021,29.0,Forward,2183.0,1171.0,1012.0,England,29.0,15.0,14.0,12.0,7.0,5.0,4.0,4.0,0.0,2.0,0.0,7.0,5.0,2.0,39.0,17.0,22.0,1.0,0.0,0.66,0.16,0.49,0.54,0.44,182.0,1.61,56.0,75.0,2183.0,546.0,0.04,22.0,87.0,-1.0,1.0,178.0,73.0,1.0,80.0,80.0,16000000.0,70000.0,ST,Right,1.0,4.0,3.0,High/High,Normal,Yes,30400000.0,,RS,9.0,,2019-07-02,2022.0,SUB,21.0,76.0,81.0,67.0,78.0,32.0,69.0,,,,,,,Injury Prone,64.0,85.0,79.0,74.0,74.0,79.0,57.0,36.0,61.0,78.0,78.0,74.0,76.0,82.0,77.0,79.0,79.0,70.0,68.0,78.0,67.0,39.0,83.0,70.0,79.0,76.0,,24.0,27.0,10.0,13.0,12.0,16.0,6.0,80+0,80+0,80+0,77+0,79+0,79+0,79+0,77+0,77+2,77+2,77+2,75+2,70+2,70+2,70+2,75+2,57+2,55+2,55+2,55+2,57+2,54+2,49+2,49+2,49+2,54+2,174000.0
Southampton FC,Jannik Vestergaard,Leicester,15.84,Premier League,2021,29.0,Defender,2574.0,1180.0,1394.0,Denmark,30.0,14.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,40.0,13.0,27.0,4.0,1.0,0.1,0.0,0.1,0.0,0.19,858.0,1.4,64.0,86.0,515.0,0.0,0.17,154.0,347.0,103.0,6.0,199.0,96.0,1.0,77.0,78.0,9000000.0,48000.0,CB,Right,2.0,4.0,2.0,Medium/Medium,Normal,Yes,17800000.0,"#Aerial Threat, #Strength",SUB,4.0,,2018-07-13,2022.0,,,33.0,48.0,60.0,48.0,78.0,78.0,,,,,,,"Long Passer (AI), Power Header",46.0,34.0,84.0,67.0,28.0,45.0,41.0,52.0,73.0,57.0,32.0,34.0,29.0,73.0,28.0,83.0,60.0,54.0,90.0,47.0,84.0,78.0,46.0,60.0,59.0,70.0,,78.0,75.0,16.0,11.0,11.0,15.0,10.0,56+2,56+2,56+2,49+0,53+0,53+0,53+0,49+0,54+2,54+2,54+2,52+2,62+2,62+2,62+2,52+2,62+2,72+2,72+2,72+2,62+2,65+2,77+1,77+1,77+1,65+2,47000.0
Southampton FC,Angus Gunn,Norwich,5.27,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,77.0,1.0,74.0,78.0,5500000.0,26000.0,GK,Right,1.0,3.0,1.0,Medium/Medium,Lean,Yes,10900000.0,,SUB,28.0,,2018-07-10,2023.0,,,,,,,,,76.0,72.0,70.0,78.0,49.0,72.0,,14.0,15.0,14.0,32.0,19.0,20.0,20.0,15.0,41.0,27.0,48.0,49.0,40.0,67.0,42.0,53.0,64.0,31.0,66.0,17.0,28.0,22.0,14.0,51.0,25.0,49.0,,16.0,14.0,76.0,72.0,70.0,72.0,78.0,31+2,31+2,31+2,30+0,32+0,32+0,32+0,30+0,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2,11000.0
Southampton FC,Mario Lemina,OGC Nice,4.95,Premier League,2021,28.0,Midfielder,1704.0,872.0,832.0,Gabon,28.0,14.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,25.0,14.0,11.0,5.0,0.0,0.05,0.0,0.05,0.0,0.11,1704.0,1.32,68.0,61.0,341.0,0.0,0.26,226.0,373.0,-1.0,12.0,184.0,85.0,1.0,77.0,78.0,10500000.0,87000.0,"CM, CDM",Right,2.0,3.0,3.0,Medium/Medium,Normal,Yes,,,SUB,18.0,Southampton,,2021.0,,,72.0,68.0,76.0,78.0,72.0,72.0,,,,,,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",72.0,57.0,68.0,82.0,68.0,80.0,72.0,68.0,77.0,81.0,69.0,75.0,69.0,73.0,69.0,81.0,46.0,75.0,73.0,78.0,70.0,72.0,71.0,74.0,68.0,68.0,,74.0,71.0,12.0,9.0,15.0,8.0,16.0,72+2,72+2,72+2,74+0,74+0,74+0,74+0,74+0,76+2,76+2,76+2,75+2,77+1,77+1,77+1,75+2,75+2,75+2,75+2,75+2,75+2,74+2,72+2,72+2,72+2,74+2,39000.0
Tottenham Hotspur,Juan Foyth,Villarreal,13.5,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,69.0,1.0,75.0,83.0,9000000.0,52000.0,CB,Right,1.0,3.0,3.0,Medium/High,Lean,Yes,18900000.0,,RES,21.0,,2017-08-30,2022.0,SUB,2.0,68.0,45.0,67.0,72.0,75.0,73.0,,,,,,,,69.0,43.0,73.0,74.0,43.0,71.0,61.0,47.0,66.0,75.0,67.0,68.0,71.0,75.0,69.0,56.0,74.0,69.0,74.0,39.0,73.0,74.0,50.0,59.0,47.0,57.0,,78.0,75.0,8.0,15.0,7.0,14.0,9.0,61+2,61+2,61+2,65+0,63+0,63+0,63+0,65+0,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,73+2,73+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,41000.0
Tottenham Hotspur,Toby Alderweireld,Al-Duhail SC,11.7,Premier League,2021,32.0,Defender,2241.0,1341.0,900.0,Belgium,25.0,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,23.0,11.0,12.0,2.0,0.0,0.04,0.0,0.04,0.07,0.0,2241.0,0.92,97.0,90.0,1121.0,0.0,0.08,243.0,392.0,24.0,10.0,186.0,81.0,1.0,85.0,85.0,28500000.0,130000.0,CB,Right,3.0,3.0,2.0,Medium/Medium,Normal,Yes,54200000.0,#Tackling,RCB,4.0,,2015-07-08,2023.0,RCB,2.0,63.0,55.0,72.0,67.0,87.0,79.0,,,,,,,Long Passer (AI),64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,82.0,75.0,60.0,65.0,59.0,85.0,62.0,78.0,82.0,78.0,79.0,58.0,81.0,85.0,52.0,62.0,58.0,86.0,,89.0,85.0,16.0,6.0,14.0,16.0,14.0,66+3,66+3,66+3,64+0,65+0,65+0,65+0,64+0,67+3,67+3,67+3,67+3,74+3,74+3,74+3,67+3,78+3,82+3,82+3,82+3,78+3,79+3,84+1,84+1,84+1,79+3,81000.0
Tottenham Hotspur,Moussa Sissoko,Watford,3.15,Premier League,2021,32.0,Midfielder,1575.0,738.0,837.0,France,25.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,19.0,9.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,83.0,63.0,525.0,0.0,0.17,397.0,395.0,-1.0,16.0,187.0,91.0,1.0,79.0,79.0,11500000.0,89000.0,"CM, CDM, RM",Right,2.0,3.0,3.0,High/High,PLAYER_BODY_TYPE_361,Yes,21900000.0,"#Engine, #Strength",SUB,17.0,,2016-08-31,2023.0,SUB,17.0,77.0,63.0,77.0,79.0,77.0,89.0,,,,,,,"Solid Player, Speed Dribbler (AI)",72.0,54.0,68.0,82.0,64.0,83.0,75.0,60.0,80.0,80.0,69.0,84.0,64.0,78.0,58.0,85.0,77.0,91.0,90.0,61.0,85.0,77.0,74.0,74.0,60.0,75.0,,81.0,77.0,14.0,8.0,11.0,10.0,8.0,73+2,73+2,73+2,75+0,75+0,75+0,75+0,75+0,76+2,76+2,76+2,77+2,79+0,79+0,79+0,77+2,79+0,80+,80+,80+,79+0,78+1,79+0,79+0,79+0,78+1,73000.0
Tottenham Hotspur,Joe Hart,Celtic,1.08,Premier League,2021,34.0,Goalkeeper,0.0,0.0,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,196.0,91.0,1.0,75.0,75.0,3600000.0,50000.0,GK,Right,3.0,3.0,1.0,Medium/Medium,Normal,No,6800000.0,,SUB,12.0,,2020-08-18,2022.0,,,,,,,,,72.0,75.0,65.0,77.0,58.0,74.0,Cautious With Crosses,14.0,14.0,10.0,34.0,19.0,23.0,17.0,13.0,35.0,20.0,56.0,60.0,50.0,69.0,32.0,49.0,69.0,28.0,61.0,19.0,36.0,25.0,14.0,42.0,30.0,58.0,,14.0,13.0,72.0,75.0,65.0,74.0,77.0,30+3,30+3,30+3,31+0,31+0,31+0,31+0,31+0,32+3,32+3,32+3,32+3,31+3,31+3,31+3,32+3,28+3,30+3,30+3,30+3,28+3,28+3,28+3,28+3,28+3,28+3,132000.0
Watford FC,Will Hughes,Crystal Palace,6.3,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0
Watford FC,Nathaniel Chalobah,Fulham,3.15,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0
Watford FC,Craig Dawson,West Ham,2.07,Premier League,2021,31.0,Defender,1926.0,900.0,1026.0,England,22.0,10.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,20.0,10.0,10.0,5.0,1.0,0.14,0.0,0.14,0.2,0.09,642.0,0.93,96.0,88.0,385.0,0.0,0.23,124.0,259.0,27.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000.0
Watford FC,Ben Wilmot,Stoke City,1.58,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0
West Ham United,Felipe Anderson,Lazio,2.7,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,70.0,1.0,81.0,81.0,18500000.0,53000.0,"LM, CAM",Right,3.0,4.0,4.0,High/Medium,PLAYER_BODY_TYPE_370,Yes,35200000.0,#Dribbler,SUB,8.0,,2018-07-15,2022.0,,,89.0,75.0,78.0,86.0,55.0,60.0,,,,,,,"Finesse Shot, Flair, Speed Dribbler (AI)",79.0,70.0,44.0,79.0,73.0,87.0,77.0,69.0,76.0,84.0,88.0,89.0,89.0,75.0,87.0,85.0,33.0,68.0,55.0,81.0,67.0,69.0,75.0,77.0,53.0,84.0,,59.0,46.0,12.0,10.0,9.0,5.0,7.0,74+3,74+3,74+3,81+0,79+0,79+0,79+0,81+0,80+1,80+1,80+1,80+1,77+3,77+3,77+3,80+1,71+3,68+3,68+3,68+3,71+3,67+3,59+3,59+3,59+3,67+3,101000.0
Wolverhampton Wanderers,Rafa Mir,Sevilla FC,14.4,Premier League,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107000.0
Wolverhampton Wanderers,Rui Patrício,AS Roma,10.35,Premier League,2021,33.0,Goalkeeper,3330.0,1710.0,1620.0,Portugal,37.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,45.0,23.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,74.0,90.0,3330.0,0.0,0.03,415.0,410.0,79.0,19.0,190.0,84.0,1.0,84.0,84.0,19000000.0,90000.0,GK,Left,3.0,2.0,1.0,Medium/Medium,Normal,Yes,36100000.0,,GK,11.0,,2018-06-18,2022.0,GK,1.0,,,,,,,84.0,80.0,77.0,83.0,55.0,82.0,"Solid Player, Cautious With Crosses",12.0,12.0,11.0,34.0,16.0,20.0,10.0,16.0,32.0,25.0,53.0,57.0,61.0,79.0,54.0,58.0,79.0,45.0,77.0,11.0,37.0,23.0,13.0,64.0,32.0,66.0,,13.0,11.0,84.0,80.0,77.0,82.0,83.0,32+3,32+3,32+3,32+0,34+0,34+0,34+0,32+0,36+3,36+3,36+3,34+3,35+3,35+3,35+3,34+3,30+3,33+3,33+3,33+3,30+3,29+3,30+3,30+3,30+3,29+3,60000.0
Wolverhampton Wanderers,Owen Otasowie,Club Brugge,3.6,Premier League,2021,0.0,Midfielder,185.0,51.0,134.0,England,6.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.49,0.49,0.0,0.0,0.0,0.0,1.95,46.0,31.0,185.0,185.0,0.49,-1.0,-1.0,-1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.0
Arsenal FC,Emiliano Martínez,Aston Villa,15.66,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,85.0,1.0,75.0,80.0,6500000.0,50000.0,GK,Right,1.0,3.0,1.0,Medium/Medium,Normal,Yes,12800000.0,,SUB,26.0,,2010-07-01,2022.0,,,,,,,,,75.0,74.0,76.0,76.0,58.0,73.0,GK Long Throw,22.0,16.0,26.0,45.0,13.0,13.0,22.0,20.0,48.0,35.0,59.0,57.0,49.0,69.0,49.0,57.0,60.0,40.0,70.0,16.0,37.0,13.0,12.0,64.0,42.0,53.0,,20.0,20.0,75.0,74.0,76.0,73.0,76.0,34+2,34+2,34+2,34+0,36+0,36+0,36+0,34+0,38+2,38+2,38+2,37+2,39+2,39+2,39+2,37+2,32+2,35+2,35+2,35+2,32+2,32+2,31+2,31+2,31+2,32+2,108000.0
Arsenal FC,Mattéo Guendouzi,Hertha BSC,0.9,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,68.0,1.0,75.0,86.0,11500000.0,50000.0,"CM, CDM",Right,1.0,3.0,3.0,Medium/High,Lean,Yes,24200000.0,,SUB,29.0,,2018-07-11,2023.0,,,71.0,62.0,73.0,73.0,69.0,74.0,,,,,,,Long Passer (AI),67.0,56.0,67.0,76.0,49.0,73.0,72.0,55.0,78.0,74.0,69.0,72.0,69.0,72.0,66.0,74.0,68.0,78.0,72.0,68.0,76.0,71.0,64.0,75.0,49.0,78.0,,71.0,68.0,6.0,13.0,6.0,13.0,11.0,68+2,68+2,68+2,70+0,70+0,70+0,70+0,70+0,71+2,71+2,71+2,71+2,74+2,74+2,74+2,71+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,71+2,71+2,20000.0
Arsenal FC,Konstantinos Mavropanos,VfB Stuttgart,0.225,Premier League,2020,23.0,Defender,0.0,0.0,0.0,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,194.0,88.0,1.0,70.0,82.0,2900000.0,20000.0,CB,Right,1.0,2.0,2.0,Medium/High,Normal,Yes,6200000.0,,RES,27.0,,2018-01-04,2022.0,,,55.0,33.0,44.0,45.0,70.0,75.0,,,,,,,Dives Into Tackles (AI),37.0,30.0,66.0,54.0,30.0,41.0,32.0,37.0,48.0,49.0,52.0,57.0,54.0,61.0,36.0,45.0,68.0,64.0,83.0,26.0,69.0,65.0,30.0,37.0,42.0,53.0,,74.0,72.0,12.0,11.0,11.0,10.0,7.0,46+2,46+2,46+2,44+0,44+0,44+0,44+0,44+0,44+2,44+2,44+2,46+2,49+2,49+2,49+2,46+2,59+2,62+2,62+2,62+2,59+2,61+2,69+2,69+2,69+2,61+2,6400.0
Aston Villa,Scott Hogan,Birmingham,2.49,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100.0
Brighton & Hove Albion,Anthony Knockaert,Fulham,10.53,Premier League,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400.0
Brighton & Hove Albion,Aaron Mooy,SH SIPG,4.05,Premier League,2020,30.0,Midfielder,2090.0,1010.0,1080.0,Australia,31.0,16.0,15.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,7.0,3.0,4.0,30.0,15.0,15.0,3.0,1.0,0.17,0.09,0.09,0.09,0.08,1045.0,1.29,70.0,67.0,697.0,1045.0,0.13,164.0,140.0,-1.0,8.0,173.0,72.0,1.0,76.0,76.0,7500000.0,50000.0,"CM, CDM",Right,1.0,3.0,3.0,Medium/Medium,Lean,Yes,,,SUB,18.0,Huddersfield Town,,2020.0,LCM,13.0,59.0,69.0,77.0,73.0,69.0,74.0,,,,,,,"Solid Player, Early Crosser, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",73.0,66.0,50.0,79.0,65.0,71.0,73.0,72.0,80.0,76.0,64.0,55.0,69.0,74.0,74.0,71.0,70.0,75.0,74.0,74.0,75.0,68.0,70.0,77.0,73.0,77.0,,72.0,69.0,11.0,8.0,12.0,11.0,12.0,68+2,68+2,68+2,71+0,71+0,71+0,71+0,71+0,73+2,73+2,73+2,72+2,75+1,75+1,75+1,72+2,71+2,74+2,74+2,74+2,71+2,70+2,70+2,70+2,70+2,70+2,19000.0
Brighton & Hove Albion,Shane Duffy,Celtic,1.98,Premier League,2020,29.0,Defender,1231.0,688.0,543.0,Republic of Ireland,19.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,15.0,8.0,7.0,2.0,0.0,0.07,0.0,0.07,0.13,0.0,1231.0,1.1,82.0,65.0,616.0,0.0,0.15,187.0,349.0,50.0,12.0,193.0,76.0,1.0,78.0,80.0,11000000.0,50000.0,CB,Right,1.0,3.0,2.0,Medium/High,Normal,Yes,21700000.0,,RCB,4.0,,2016-08-26,2023.0,LCB,4.0,47.0,45.0,51.0,48.0,78.0,80.0,,,,,,,Power Header,38.0,41.0,83.0,62.0,30.0,45.0,37.0,33.0,64.0,56.0,46.0,47.0,32.0,77.0,35.0,55.0,89.0,63.0,85.0,49.0,85.0,78.0,49.0,44.0,45.0,67.0,,78.0,75.0,9.0,11.0,16.0,8.0,12.0,56+2,56+2,56+2,50+0,53+0,53+0,53+0,50+0,52+2,52+2,52+2,52+2,59+2,59+2,59+2,52+2,63+2,70+2,70+2,70+2,63+2,66+2,77+2,77+2,77+2,66+2,39000.0
